2017-05-31,1.5660377358490565
2017-06-01,1.5577507598784193
2017-06-02,1.605697151424288
2017-06-03,1.1310615989515074
2017-06-04,1.3213811420982737
2017-06-05,1.3810178817056395
2017-06-06,1.4564606741573032
2017-06-07,1.6291291291291294
2017-06-08,1.7236024844720492
2017-06-09,1.643939393939394
2017-06-10,2.0339506172839505
2017-06-11,2.4022082018927446
2017-06-12,2.311074918566775
2017-06-13,2.036603221083455
2017-06-14,1.9391575663026521
2017-06-15,1.9329073482428116
2017-06-16,2.102866779089376
2017-06-17,2.4576523031203563
2017-06-18,1.762202753441802
2017-06-19,2.097165991902834
2017-06-20,1.3063829787234043
2017-06-21,1.0909090909090908
2017-06-22,0.7412060301507537
2017-06-23,0.13089560148383672
2017-06-24,0.23486238532110093
2017-06-25,0.5021037868162694
2017-06-26,0.20418204182041788
2017-06-27,0.18660880347179187
2017-06-28,0.14912280701754366
2017-06-29,0.006472491909385258
2017-06-30,0.07013574660633504
2017-07-01,0.05822935234699944
2017-07-02,0.03049482163406214
2017-07-03,0.0977859778597785
2017-07-04,0.032608695652173836
2017-07-05,0.026574234546504982
2017-07-06,0.02401372212692987
2017-07-07,-0.043403769274700243
2017-07-08,-0.03135689851767398
2017-07-09,-0.06819484240687668
2017-07-10,-0.21261444557477105
2017-07-11,-0.3175707000463607
2017-07-12,-0.019183472700442517
2017-07-13,-0.11475409836065564
2017-07-14,-0.06847133757961776
2017-07-15,-0.19553376906318087
2017-07-16,-0.22934782608695647
2017-07-17,-0.3339063171465406
2017-07-18,-0.2569098323516086
2017-07-19,-0.35381263616557734
2017-07-20,-0.2592250922509226
2017-07-21,-0.22028985507246368
2017-07-22,-0.20586820586820576
2017-07-23,-0.26054358013120904
2017-07-24,-0.21347201584943043
2017-07-25,-0.30345471521942113
2017-07-26,-0.24565883554647594
2017-07-27,-0.23406478578892376
2017-07-28,-0.2793893129770991
2017-07-29,-0.22829581993569126
2017-07-30,-0.2700845665961945
2017-07-31,-0.2139247613700168
2017-08-01,-0.1864879955332217
2017-08-02,-0.1725490196078432
2017-08-03,-0.14847645429362888
2017-08-04,-0.15362971299943728
2017-08-05,-0.11055276381909551
2017-08-06,-0.08358208955223878
2017-08-07,-0.0988816951147733
2017-08-08,-0.02337023370233704
2017-08-09,-0.006459948320413411
2017-08-10,0.03192934782608692
2017-08-11,-0.23921765295887665
2017-08-12,-0.19335511982570797
2017-08-13,-0.18518518518518523
2017-08-14,-0.046716316858496976
2017-08-15,-0.03455571227080401
2017-08-16,-0.08451612903225814
2017-08-17,-0.1506097560975609
2017-08-18,-0.06877950101146324
2017-08-19,-0.14694894146948934
2017-08-20,-0.1394052044609665
2017-08-21,-0.11811023622047245
2017-08-22,-0.08808618504435983
2017-08-23,-0.03715365239294721
2017-08-24,0.014745308310992078
2017-08-25,0.03452945159106302
2017-08-26,0.042974079126875786
2017-08-27,0.1313559322033897
2017-08-28,0.09652777777777777
2017-08-29,0.14337436640115842
2017-08-30,0.11857142857142855
2017-08-31,0.12422786547700748
2017-09-01,0.4854434664861207
2017-09-02,0.30644111906311
2017-09-03,0.23470744680851063
2017-09-04,-0.005649717514124242
2017-09-05,0.08013029315960907
2017-09-06,0.24232527759634226
2017-09-07,0.12153652392947101
2017-09-08,-0.011703511053316129
2017-09-09,-0.019749835418038098
2017-09-10,-0.09953856295319707
2017-09-11,-0.013504388926401156
2017-09-12,0.009790209790209614
2017-09-13,0.0021306818181818787
2017-09-14,-0.33308984660336005
2017-09-15,-0.27836504580690624
2017-09-16,-0.28715003589375454
2017-09-17,-0.274438812454743
2017-09-18,-0.1394160583941606
2017-09-19,-0.17350611951043915
2017-09-20,-0.22733516483516492
2017-09-21,-0.30020847810979845
2017-09-22,-0.328973185088293
2017-09-23,-0.29920739762219295
2017-09-24,-0.31675392670157065
2017-09-25,-0.28973185088292996
2017-09-26,-0.2983770287141073
2017-09-27,-0.1988600379987333
2017-09-28,-0.19379354021532613
2017-09-29,-0.20051085568326954
2017-09-30,-0.2075702075702075
2017-10-01,-0.4193254329990884
2017-10-02,-0.3804780876494024
2017-10-03,-0.33171782444803444
2017-10-04,-0.24431818181818177
2017-10-05,-0.2792521109770808
2017-10-06,-0.35120925341745535
2017-10-07,-0.31049971925884334
2017-10-08,-0.20263157894736838
2017-10-09,-0.22766957689724654
2017-10-10,-0.15519765739385072
2017-10-11,-0.21355236139630385
2017-10-12,-0.17174515235457055
2017-10-13,-0.13678242381289862
2017-10-14,0.34282584884994516
2017-10-15,0.1669921875
2017-10-16,0.19738167170191345
2017-10-17,0.18962075848303406
2017-10-18,-0.022052586938083096
2017-10-19,-0.012195121951219523
2017-10-20,-0.002666666666666595
2017-10-21,0.0844091360476662
2017-10-22,0.05555555555555558
2017-10-23,-0.031102733270499505
2017-10-24,0.015325670498084198
2017-10-25,-0.02117863720073654
2017-10-26,-0.06583629893238441
2017-10-27,-0.1794466403162055
2017-10-28,-0.17124901806755688
2017-10-29,-0.13258785942492013
2017-10-30,-0.16255778120184905
2017-10-31,-0.16640502354788078
2017-11-01,-0.17524115755627012
2017-11-02,-0.17485898468976635
2017-11-03,0.057644110275689275
2017-11-04,-0.005020920502091908
2017-11-05,0.072933549432739
2017-11-06,0.16693811074918563
2017-11-07,0.14851485148514865
2017-11-08,0.21913043478260863
2017-11-09,0.23136915077989628
2017-11-10,0.2706701479547431
2017-11-11,0.6237458193979932
2017-11-12,0.24630541871921174
2017-11-13,0.3140293637846656
2017-11-14,0.49539748953974905
2017-11-15,0.4760302775441547
